ViPhOG	Best_taxon	Rank	Max_evalue
ViPhOG14430	Arquatrovirinae	Subfamily	2.5e-11
ViPhOG15069	Arquatrovirinae	Subfamily	0.00044
ViPhOG6033	Chordopoxvirinae	Subfamily	0.00012
ViPhOG11705	Sepvirinae	Subfamily	8.2e-55
ViPhOG12561	Sepvirinae	Subfamily	2.9e-183
ViPhOG1837	Alphaherpesvirinae	Subfamily	3.2e-31
ViPhOG22786	Spounavirinae	Subfamily	1e-29
ViPhOG12695	Parvovirinae	Subfamily	2.2e-45
ViPhOG6051	Chordopoxvirinae	Subfamily	0.00038
ViPhOG575	Sepvirinae	Subfamily	2.7e-27
ViPhOG6651	Alphaherpesvirinae	Subfamily	0.00023
ViPhOG12546	Sepvirinae	Subfamily	8.2e-45
ViPhOG26336	Spinareovirinae	Subfamily	1.8e-15
ViPhOG6032	Chordopoxvirinae	Subfamily	3e-11
ViPhOG7060	Klosneuvirinae	Subfamily	5.3e-33
ViPhOG22090	Simarterivirinae	Subfamily	3.7e-44
ViPhOG20393	Klosneuvirinae	Subfamily	0.00011
ViPhOG27679	Peduovirinae	Subfamily	5.1e-61
ViPhOG18708	Peduovirinae	Subfamily	1.1e-106
ViPhOG1338	Orthoretrovirinae	Subfamily	1.5e-09
ViPhOG26143	Peduovirinae	Subfamily	1e-31
ViPhOG4656	Tevenvirinae	Subfamily	1.1e-61
ViPhOG6644	Alphaherpesvirinae	Subfamily	3.8e-06
ViPhOG12271	Klosneuvirinae	Subfamily	4e-05
ViPhOG22798	Tevenvirinae	Subfamily	4e-06
ViPhOG587	Sepvirinae	Subfamily	2.2e-33
ViPhOG21874	Pclasvirinae	Subfamily	5.2e-10
ViPhOG860	Alphaherpesvirinae	Subfamily	4.2e-13
ViPhOG11547	Ounavirinae	Subfamily	3.1e-100
ViPhOG2552	Chordopoxvirinae	Subfamily	8.2e-08
ViPhOG10815	Bclasvirinae	Subfamily	5.1e-22
ViPhOG824	Alphaherpesvirinae	Subfamily	6.2e-72
ViPhOG24765	Vequintavirinae	Subfamily	4.5e-30
ViPhOG21547	Autographivirinae	Subfamily	5.5e-29
ViPhOG1132	Gammaherpesvirinae	Subfamily	9.9e-16
ViPhOG26994	Comovirinae	Subfamily	1.8e-05
ViPhOG21544	Spounavirinae	Subfamily	4.4e-05
ViPhOG12547	Sepvirinae	Subfamily	9.7e-31
ViPhOG22960	Tevenvirinae	Subfamily	0.0002
ViPhOG13293	Ounavirinae	Subfamily	0.00089
ViPhOG28162	Comovirinae	Subfamily	1.7e-13
ViPhOG8854	Bullavirinae	Subfamily	7.9e-162
ViPhOG4509	Tevenvirinae	Subfamily	4.2e-74
ViPhOG2554	Chordopoxvirinae	Subfamily	5e-53
ViPhOG9123	Mccleskeyvirinae	Subfamily	3.7e-05
ViPhOG3465	Chordopoxvirinae	Subfamily	1.3e-94
ViPhOG3471	Chordopoxvirinae	Subfamily	4e-91
ViPhOG12740	Quinvirinae	Subfamily	0.00092
ViPhOG24726	Ounavirinae	Subfamily	1.5e-05
ViPhOG6095	Peduovirinae	Subfamily	3.5e-115
ViPhOG4428	Tevenvirinae	Subfamily	7.2e-37
ViPhOG3456	Chordopoxvirinae	Subfamily	4.3e-105
ViPhOG830	Alphaherpesvirinae	Subfamily	6.5e-22
ViPhOG25703	Chordopoxvirinae	Subfamily	8.4e-110
ViPhOG14528	Nclasvirinae	Subfamily	8.3e-08
ViPhOG1317	Parvovirinae	Subfamily	1.3e-11
ViPhOG9439	Twortvirinae	Subfamily	2.9e-15
ViPhOG795	Alphaherpesvirinae	Subfamily	4.9e-16
ViPhOG28894	Bastillevirinae	Subfamily	2.3e-53
ViPhOG11516	Ounavirinae	Subfamily	2.9e-26
ViPhOG13523	Vequintavirinae	Subfamily	2.5e-10
ViPhOG218	Calvusvirinae	Subfamily	1.1e-06
ViPhOG10822	Bclasvirinae	Subfamily	1.5e-14
ViPhOG30216	Tunavirinae	Subfamily	0.00094
ViPhOG441	Procedovirinae	Subfamily	0.00069
ViPhOG14210	Arquatrovirinae	Subfamily	3.9e-06
ViPhOG29547	Bastillevirinae	Subfamily	1.8e-13
ViPhOG1051	Gammaherpesvirinae	Subfamily	2.4e-216
ViPhOG12500	Bclasvirinae	Subfamily	4.8e-28
ViPhOG796	Alphaherpesvirinae	Subfamily	4.9e-25
ViPhOG8404	Ounavirinae	Subfamily	2.6e-106
ViPhOG13774	Tunavirinae	Subfamily	1.9e-07
ViPhOG11714	Mccleskeyvirinae	Subfamily	2.3e-26
ViPhOG20780	Bastillevirinae	Subfamily	0.00022
ViPhOG816	Alphaherpesvirinae	Subfamily	6.9e-16
ViPhOG22028	Sepvirinae	Subfamily	4.6e-42
ViPhOG10971	Spounavirinae	Subfamily	0.0005
ViPhOG29156	Vequintavirinae	Subfamily	8.8e-84
ViPhOG16050	Bastillevirinae	Subfamily	6.8e-21
ViPhOG1496	Chordopoxvirinae	Subfamily	3.3e-69
ViPhOG4758	Alphaherpesvirinae	Subfamily	0.00072
ViPhOG13988	Mclasvirinae	Subfamily	9.6e-49
ViPhOG12667	Nclasvirinae	Subfamily	6e-18
ViPhOG21397	Autographivirinae	Subfamily	1.9e-14
ViPhOG4810	Autographivirinae	Subfamily	0.00015
ViPhOG14795	Alphaherpesvirinae	Subfamily	0.00047
ViPhOG12538	Sepvirinae	Subfamily	3.4e-30
ViPhOG24267	Autographivirinae	Subfamily	1.1e-05
ViPhOG13000	Tevenvirinae	Subfamily	2.6e-31
ViPhOG25381	Mccleskeyvirinae	Subfamily	7.7e-29
ViPhOG10255	Sepvirinae	Subfamily	6.2e-27
ViPhOG10251	Sepvirinae	Subfamily	2e-40
ViPhOG12696	Parvovirinae	Subfamily	6.9e-05
ViPhOG11815	Tevenvirinae	Subfamily	1.3e-05
ViPhOG1565	Chordopoxvirinae	Subfamily	2.7e-25
ViPhOG20716	Eucampyvirinae	Subfamily	3.3e-34
ViPhOG26997	Comovirinae	Subfamily	4.5e-08
ViPhOG10246	Sepvirinae	Subfamily	8.1e-49
ViPhOG13613	Vequintavirinae	Subfamily	1.2e-34
ViPhOG30365	Eucampyvirinae	Subfamily	7.3e-05
ViPhOG20967	Sepvirinae	Subfamily	0.0
ViPhOG18716	Arquatrovirinae	Subfamily	0.00068
ViPhOG12473	Nymbaxtervirinae	Subfamily	3.6e-15
ViPhOG10040	Betaherpesvirinae	Subfamily	0.00073
ViPhOG8166	Klosneuvirinae	Subfamily	3.8e-18
ViPhOG23395	Parvovirinae	Subfamily	4.2e-13
ViPhOG22808	Tevenvirinae	Subfamily	1.5e-12
ViPhOG15704	Pclasvirinae	Subfamily	3e-30
ViPhOG10157	Betaherpesvirinae	Subfamily	1.4e-51
ViPhOG5822	Autographivirinae	Subfamily	0.00013
ViPhOG24273	Autographivirinae	Subfamily	0.00084
ViPhOG833	Alphaherpesvirinae	Subfamily	3e-06
ViPhOG282	Quinvirinae	Subfamily	0.00097
ViPhOG6075	Peduovirinae	Subfamily	5.5e-21
ViPhOG605	Sepvirinae	Subfamily	6.1e-22
ViPhOG20962	Sepvirinae	Subfamily	1.1e-54
ViPhOG27854	Sepvirinae	Subfamily	6e-35
ViPhOG11618	Guernseyvirinae	Subfamily	1.1e-17
ViPhOG13790	Tunavirinae	Subfamily	4.8e-71
ViPhOG4782	Alphaherpesvirinae	Subfamily	2.7e-30
ViPhOG13208	Klosneuvirinae	Subfamily	1.1e-98
ViPhOG6106	Twortvirinae	Subfamily	2.3e-37
ViPhOG18105	Tunavirinae	Subfamily	3.9e-79
ViPhOG11271	Mccleskeyvirinae	Subfamily	4.6e-34
ViPhOG1189	Autographivirinae	Subfamily	1.6e-14
ViPhOG22096	Simarterivirinae	Subfamily	1.4e-39
ViPhOG1336	Orthoretrovirinae	Subfamily	9.5e-29
ViPhOG8572	Betaherpesvirinae	Subfamily	7.3e-10
ViPhOG4653	Ounavirinae	Subfamily	2.2e-34
ViPhOG25984	Klosneuvirinae	Subfamily	2.1e-100
ViPhOG11098	Nclasvirinae	Subfamily	3.6e-19
ViPhOG9705	Sepvirinae	Subfamily	4.4e-70
ViPhOG1211	Autographivirinae	Subfamily	8.1e-05
ViPhOG1778	Alphaherpesvirinae	Subfamily	0.0002
ViPhOG4652	Tevenvirinae	Subfamily	1.3e-08
ViPhOG24446	Sepvirinae	Subfamily	9.2e-24
ViPhOG4450	Tevenvirinae	Subfamily	4.4e-28
ViPhOG523	Peduovirinae	Subfamily	2.2e-27
ViPhOG14479	Pclasvirinae	Subfamily	2.3e-05
ViPhOG27348	Spinareovirinae	Subfamily	7.7e-28
ViPhOG23173	Arquatrovirinae	Subfamily	3.2e-07
ViPhOG27990	Nclasvirinae	Subfamily	7.8e-53
ViPhOG18135	Picovirinae	Subfamily	0.00028
ViPhOG870	Alphaherpesvirinae	Subfamily	1.2e-05
ViPhOG1065	Gammaherpesvirinae	Subfamily	2.5e-27
ViPhOG12452	Vequintavirinae	Subfamily	5.4e-06
ViPhOG23209	Sepvirinae	Subfamily	6.4e-11
ViPhOG14954	Picovirinae	Subfamily	3e-13
ViPhOG14648	Dclasvirinae	Subfamily	8.6e-224
ViPhOG29392	Bastillevirinae	Subfamily	1.7e-27
ViPhOG1753	Alphaherpesvirinae	Subfamily	7.8e-10
ViPhOG16607	Sepvirinae	Subfamily	1.2e-09
ViPhOG13808	Tunavirinae	Subfamily	4.7e-15
ViPhOG5664	Guernseyvirinae	Subfamily	3.6e-26
ViPhOG23500	Autographivirinae	Subfamily	1.6e-12
ViPhOG9128	Picovirinae	Subfamily	1.6e-08
ViPhOG27827	Klosneuvirinae	Subfamily	1.3e-118
ViPhOG14237	Nymbaxtervirinae	Subfamily	7.2e-08
ViPhOG20955	Sepvirinae	Subfamily	1.4e-66
ViPhOG4916	Autographivirinae	Subfamily	3.8e-57
ViPhOG2511	Betairidovirinae	Subfamily	7e-59
ViPhOG24341	Pclasvirinae	Subfamily	9.4e-50
ViPhOG13952	Peduovirinae	Subfamily	2.2e-53
ViPhOG3653	Autographivirinae	Subfamily	0.00025
ViPhOG14707	Dclasvirinae	Subfamily	2.2e-73
ViPhOG12455	Bclasvirinae	Subfamily	9.3e-13
ViPhOG6285	Alphaherpesvirinae	Subfamily	0.00088
ViPhOG11303	Mccleskeyvirinae	Subfamily	1e-26
ViPhOG7138	Vequintavirinae	Subfamily	2.1e-16
ViPhOG22038	Tevenvirinae	Subfamily	3e-10
ViPhOG971	Bastillevirinae	Subfamily	0.00088
ViPhOG19813	Sepvirinae	Subfamily	5.3e-35
ViPhOG610	Tunavirinae	Subfamily	1.3e-12
ViPhOG18199	Spounavirinae	Subfamily	0.00014
ViPhOG1339	Orthoretrovirinae	Subfamily	1.8e-15
ViPhOG11588	Ounavirinae	Subfamily	4.9e-40
ViPhOG15697	Pclasvirinae	Subfamily	3.6e-85
ViPhOG24420	Vequintavirinae	Subfamily	3e-69
ViPhOG11112	Nclasvirinae	Subfamily	1.7e-32
ViPhOG16917	Autographivirinae	Subfamily	7.7e-05
ViPhOG1548	Chordopoxvirinae	Subfamily	2.2e-07
ViPhOG18011	Peduovirinae	Subfamily	2.1e-37
ViPhOG780	Alphaherpesvirinae	Subfamily	5.6e-27
ViPhOG1337	Orthoretrovirinae	Subfamily	2.1e-31
ViPhOG1838	Alphaherpesvirinae	Subfamily	2.8e-130
ViPhOG1318	Parvovirinae	Subfamily	3.2e-07
ViPhOG31018	Twortvirinae	Subfamily	6.7e-06
ViPhOG8604	Sepvirinae	Subfamily	8.7e-33
ViPhOG23141	Spounavirinae	Subfamily	8.9e-10
ViPhOG12446	Chebruvirinae	Subfamily	1.7e-130
ViPhOG4635	Tevenvirinae	Subfamily	1.3e-05
ViPhOG26382	Peduovirinae	Subfamily	6.9e-16
ViPhOG3103	Peduovirinae	Subfamily	0.00012
ViPhOG1117	Gammaherpesvirinae	Subfamily	3e-10
ViPhOG23636	Vequintavirinae	Subfamily	1.9e-33
ViPhOG9462	Twortvirinae	Subfamily	1.2e-05
ViPhOG26156	Peduovirinae	Subfamily	3.3e-16
ViPhOG14859	Bclasvirinae	Subfamily	1.2e-29
ViPhOG868	Alphaherpesvirinae	Subfamily	3.3e-45
ViPhOG1725	Chordopoxvirinae	Subfamily	4.9e-07
ViPhOG20871	Tevenvirinae	Subfamily	3.8e-117
ViPhOG4744	Alphaherpesvirinae	Subfamily	5.2e-06
ViPhOG4901	Spounavirinae	Subfamily	9.9e-23
ViPhOG14269	Nymbaxtervirinae	Subfamily	2.5e-20
ViPhOG10156	Betaherpesvirinae	Subfamily	1.4e-28
ViPhOG27346	Spinareovirinae	Subfamily	0.00092
ViPhOG11075	Bclasvirinae	Subfamily	1.1e-25
ViPhOG12580	Sepvirinae	Subfamily	6.1e-83
ViPhOG489	Orthocoronavirinae	Subfamily	1.2e-09
ViPhOG8613	Sepvirinae	Subfamily	3.5e-09
ViPhOG9708	Sepvirinae	Subfamily	1.3e-37
ViPhOG1663	Chordopoxvirinae	Subfamily	1.1e-20
ViPhOG802	Alphaherpesvirinae	Subfamily	3e-06
ViPhOG26146	Peduovirinae	Subfamily	3.5e-07
ViPhOG4833	Tunavirinae	Subfamily	1.1e-20
ViPhOG25505	Mccleskeyvirinae	Subfamily	0.0006
ViPhOG823	Alphaherpesvirinae	Subfamily	2.3e-15
ViPhOG14178	Bclasvirinae	Subfamily	6.8e-05
ViPhOG15547	Entomopoxvirinae	Subfamily	2.3e-18
ViPhOG15279	Klosneuvirinae	Subfamily	6.4e-19
ViPhOG18178	Picovirinae	Subfamily	5.2e-20
ViPhOG20190	Klosneuvirinae	Subfamily	5.1e-38
ViPhOG11624	Guernseyvirinae	Subfamily	1.7e-15
ViPhOG4057	Betaherpesvirinae	Subfamily	4.9e-39
ViPhOG17223	Twortvirinae	Subfamily	0.00078
ViPhOG11391	Firstpapillomavirinae	Subfamily	0.00078
ViPhOG568	Guernseyvirinae	Subfamily	2.5e-10
ViPhOG21685	Pclasvirinae	Subfamily	9.1e-11
ViPhOG14327	Bclasvirinae	Subfamily	0.0002
ViPhOG10860	Bclasvirinae	Subfamily	2.9e-45
ViPhOG11702	Guernseyvirinae	Subfamily	0.00075
ViPhOG28145	Nymbaxtervirinae	Subfamily	5.3e-18
ViPhOG3054	Peduovirinae	Subfamily	0.00037
ViPhOG10981	Guernseyvirinae	Subfamily	4.7e-07
ViPhOG9273	Picovirinae	Subfamily	7.4e-33
ViPhOG12539	Sepvirinae	Subfamily	8e-32
ViPhOG10256	Sepvirinae	Subfamily	1.3e-38
ViPhOG11541	Ounavirinae	Subfamily	1.7e-63
ViPhOG21525	Autographivirinae	Subfamily	2.9e-15
ViPhOG9699	Sepvirinae	Subfamily	9.1e-45
ViPhOG4604	Tevenvirinae	Subfamily	5.8e-10
ViPhOG10817	Bclasvirinae	Subfamily	9.7e-05
ViPhOG9701	Sepvirinae	Subfamily	4.4e-40
ViPhOG5911	Autographivirinae	Subfamily	1.3e-09
ViPhOG4407	Tevenvirinae	Subfamily	1.6e-23
ViPhOG1143	Orthoparamyxovirinae	Subfamily	2.4e-104
ViPhOG14273	Klosneuvirinae	Subfamily	0.00026
ViPhOG12399	Chebruvirinae	Subfamily	8.5e-64
ViPhOG4440	Tevenvirinae	Subfamily	2.4e-05
ViPhOG9704	Sepvirinae	Subfamily	2.5e-51
ViPhOG18010	Peduovirinae	Subfamily	2.6e-172
ViPhOG803	Alphaherpesvirinae	Subfamily	3.4e-20
ViPhOG15560	Klosneuvirinae	Subfamily	4.5e-06
ViPhOG27021	Peduovirinae	Subfamily	9e-24
ViPhOG12686	Peduovirinae	Subfamily	6e-19
ViPhOG6352	Chordopoxvirinae	Subfamily	3.7e-05
ViPhOG13404	Peduovirinae	Subfamily	0.00035
ViPhOG4650	Tevenvirinae	Subfamily	4.8e-64
ViPhOG340	Alphaherpesvirinae	Subfamily	3.1e-55
ViPhOG10571	Tevenvirinae	Subfamily	4.9e-28
ViPhOG524	Peduovirinae	Subfamily	2.4e-88
ViPhOG26463	Nymbaxtervirinae	Subfamily	4.2e-27
ViPhOG863	Alphaherpesvirinae	Subfamily	3.4e-06
ViPhOG695	Klosneuvirinae	Subfamily	6.9e-21
ViPhOG16191	Tevenvirinae	Subfamily	1.3e-06
ViPhOG17512	Klosneuvirinae	Subfamily	6.9e-25
ViPhOG5769	Peduovirinae	Subfamily	0.00039
ViPhOG10903	Bclasvirinae	Subfamily	1.3e-16
ViPhOG25990	Sepvirinae	Subfamily	1.6e-27
ViPhOG9132	Picovirinae	Subfamily	5.8e-07
ViPhOG25409	Peduovirinae	Subfamily	0.00075
ViPhOG20386	Klosneuvirinae	Subfamily	1.5e-15
ViPhOG29029	Bastillevirinae	Subfamily	1e-21
ViPhOG595	Sepvirinae	Subfamily	3.8e-31
ViPhOG9700	Sepvirinae	Subfamily	6.2e-12
ViPhOG9264	Mccleskeyvirinae	Subfamily	1.1e-67
ViPhOG6370	Betaherpesvirinae	Subfamily	6.3e-08
ViPhOG11826	Tevenvirinae	Subfamily	1.7e-11
ViPhOG9285	Mccleskeyvirinae	Subfamily	1.5e-18
ViPhOG10270	Sepvirinae	Subfamily	3.3e-08
ViPhOG15081	Klosneuvirinae	Subfamily	0.00014
ViPhOG10829	Bclasvirinae	Subfamily	0.00015
ViPhOG28812	Vequintavirinae	Subfamily	7.6e-22
ViPhOG1513	Chordopoxvirinae	Subfamily	8e-07
ViPhOG5144	Sepvirinae	Subfamily	1.4e-69
ViPhOG7721	Klosneuvirinae	Subfamily	4.1e-18
ViPhOG3087	Sepvirinae	Subfamily	2.6e-14
ViPhOG8523	Betaherpesvirinae	Subfamily	4.7e-05
ViPhOG9288	Picovirinae	Subfamily	0.0003
ViPhOG28718	Betairidovirinae	Subfamily	9.4e-49
ViPhOG16168	Arquatrovirinae	Subfamily	0.00043
ViPhOG26897	Tevenvirinae	Subfamily	3.1e-10
ViPhOG10827	Bclasvirinae	Subfamily	8.8e-10
ViPhOG10826	Bclasvirinae	Subfamily	2.2e-96
ViPhOG6725	Tevenvirinae	Subfamily	2.6e-27
ViPhOG17907	Ounavirinae	Subfamily	3.4e-161
ViPhOG12558	Sepvirinae	Subfamily	1.7e-131
ViPhOG1199	Autographivirinae	Subfamily	0.00044
ViPhOG15591	Arquatrovirinae	Subfamily	0.00055
ViPhOG28314	Cvivirinae	Subfamily	3.3e-82
ViPhOG27076	Klosneuvirinae	Subfamily	7.6e-12
ViPhOG12693	Ounavirinae	Subfamily	7.8e-40
ViPhOG18710	Peduovirinae	Subfamily	8.7e-145
ViPhOG342	Alphaherpesvirinae	Subfamily	1.9e-137
ViPhOG20006	Bastillevirinae	Subfamily	1.4e-08
ViPhOG20752	Sepvirinae	Subfamily	3.2e-30
ViPhOG12770	Arquatrovirinae	Subfamily	0.00052
ViPhOG10218	Mccleskeyvirinae	Subfamily	3.5e-93
ViPhOG17688	Klosneuvirinae	Subfamily	3e-23
ViPhOG6093	Peduovirinae	Subfamily	5.1e-05
ViPhOG17361	Klosneuvirinae	Subfamily	4.9e-16
ViPhOG17564	Klosneuvirinae	Subfamily	2.9e-10
ViPhOG15456	Klosneuvirinae	Subfamily	6.4e-05
ViPhOG11507	Ounavirinae	Subfamily	5.6e-204
ViPhOG6654	Alphaherpesvirinae	Subfamily	7.9e-37
ViPhOG4747	Alphaherpesvirinae	Subfamily	5.9e-16
ViPhOG6647	Alphaherpesvirinae	Subfamily	2.8e-27
ViPhOG15959	Mclasvirinae	Subfamily	9.1e-293
ViPhOG4619	Tevenvirinae	Subfamily	4.3e-14
ViPhOG3039	Sepvirinae	Subfamily	7.6e-16
ViPhOG5090	Autographivirinae	Subfamily	3.6e-65
ViPhOG15168	Klosneuvirinae	Subfamily	9.5e-08
ViPhOG10843	Bclasvirinae	Subfamily	6.6e-38
ViPhOG21487	Aglimvirinae	Subfamily	4.9e-14
ViPhOG6652	Alphaherpesvirinae	Subfamily	2.2e-101
ViPhOG6631	Alphaherpesvirinae	Subfamily	0.00066
ViPhOG25427	Peduovirinae	Subfamily	9.3e-05
ViPhOG12463	Arquatrovirinae	Subfamily	2.2e-21
ViPhOG3669	Autographivirinae	Subfamily	0.00054
ViPhOG10250	Sepvirinae	Subfamily	3.6e-118
ViPhOG12566	Sepvirinae	Subfamily	1.3e-51
ViPhOG12464	Arquatrovirinae	Subfamily	3.2e-38
ViPhOG4473	Cvivirinae	Subfamily	2.3e-59
ViPhOG18013	Sepvirinae	Subfamily	1.5e-32
ViPhOG7064	Klosneuvirinae	Subfamily	5.1e-36
ViPhOG16326	Nclasvirinae	Subfamily	1.3e-35
ViPhOG26145	Peduovirinae	Subfamily	1.6e-48
ViPhOG186	Firstpapillomavirinae	Subfamily	6.7e-05
ViPhOG9702	Sepvirinae	Subfamily	8e-39
ViPhOG17845	Gokushovirinae	Subfamily	9.8e-12
ViPhOG21506	Klosneuvirinae	Subfamily	0.00015
ViPhOG13946	Sepvirinae	Subfamily	2.6e-98
ViPhOG27130	Sedoreovirinae	Subfamily	0.00023
ViPhOG580	Sepvirinae	Subfamily	4.5e-08
ViPhOG12508	Chebruvirinae	Subfamily	7.5e-92
ViPhOG23619	Vequintavirinae	Subfamily	0.0
ViPhOG14225	Arquatrovirinae	Subfamily	0.0005
ViPhOG377	Procedovirinae	Subfamily	3.3e-60
ViPhOG17439	Klosneuvirinae	Subfamily	0.00013
ViPhOG1918	Sepvirinae	Subfamily	9.7e-21
ViPhOG4745	Alphaherpesvirinae	Subfamily	3.9e-20
ViPhOG5794	Autographivirinae	Subfamily	6e-39
ViPhOG6074	Peduovirinae	Subfamily	2.1e-46
ViPhOG27131	Sedoreovirinae	Subfamily	2.4e-32
ViPhOG25518	Peduovirinae	Subfamily	1.4e-07
ViPhOG814	Alphaherpesvirinae	Subfamily	8.3e-20
ViPhOG12510	Mclasvirinae	Subfamily	3e-40
ViPhOG871	Alphaherpesvirinae	Subfamily	4.4e-16
ViPhOG26320	Sepvirinae	Subfamily	5.6e-13
ViPhOG12574	Sepvirinae	Subfamily	1.7e-46
ViPhOG12684	Peduovirinae	Subfamily	1.5e-14
ViPhOG15473	Klosneuvirinae	Subfamily	0.00058
ViPhOG13102	Tevenvirinae	Subfamily	9.1e-28
ViPhOG13332	Klosneuvirinae	Subfamily	4.4e-17
ViPhOG17286	Klosneuvirinae	Subfamily	1.4e-21
ViPhOG433	Quinvirinae	Subfamily	0.0007
ViPhOG27697	Peduovirinae	Subfamily	1.2e-15
ViPhOG12691	Peduovirinae	Subfamily	4.4e-26
ViPhOG11104	Chebruvirinae	Subfamily	4.6e-262
ViPhOG6077	Peduovirinae	Subfamily	9.3e-16
ViPhOG12325	Picovirinae	Subfamily	2.4e-05
ViPhOG27367	Peduovirinae	Subfamily	4.7e-32
ViPhOG5137	Autographivirinae	Subfamily	0.00046
ViPhOG4677	Tevenvirinae	Subfamily	1.8e-15
ViPhOG24211	Vequintavirinae	Subfamily	8.2e-12
ViPhOG25515	Peduovirinae	Subfamily	6.5e-05
ViPhOG14581	Mclasvirinae	Subfamily	1e-57
ViPhOG11658	Bastillevirinae	Subfamily	1.8e-18
ViPhOG948	Peduovirinae	Subfamily	2.1e-15
ViPhOG12465	Arquatrovirinae	Subfamily	7.5e-29
ViPhOG13947	Sepvirinae	Subfamily	7.2e-34
ViPhOG12692	Peduovirinae	Subfamily	2.1e-13
ViPhOG18709	Peduovirinae	Subfamily	7.4e-147
ViPhOG8408	Calvusvirinae	Subfamily	1.5e-42
ViPhOG13781	Tunavirinae	Subfamily	2.9e-13
ViPhOG10941	Arquatrovirinae	Subfamily	4.9e-26
ViPhOG12468	Arquatrovirinae	Subfamily	7.4e-12
ViPhOG990	Sepvirinae	Subfamily	1.7e-185
ViPhOG17624	Klosneuvirinae	Subfamily	1.5e-37
ViPhOG9716	Autographivirinae	Subfamily	1.2e-10
ViPhOG22030	Sepvirinae	Subfamily	2.3e-76
ViPhOG27129	Sedoreovirinae	Subfamily	2.7e-44
ViPhOG17351	Bastillevirinae	Subfamily	1.8e-24
ViPhOG13295	Ounavirinae	Subfamily	1.9e-07
ViPhOG12673	Peduovirinae	Subfamily	2.4e-15
ViPhOG18658	Picovirinae	Subfamily	9.2e-13
ViPhOG1142	Orthoparamyxovirinae	Subfamily	5.2e-67
ViPhOG15489	Klosneuvirinae	Subfamily	8.9e-19
ViPhOG26520	Sepvirinae	Subfamily	5.4e-45
ViPhOG14515	Mclasvirinae	Subfamily	2.9e-29
ViPhOG13883	Autographivirinae	Subfamily	0.00065
ViPhOG10800	Bclasvirinae	Subfamily	0.0
ViPhOG10036	Nymbaxtervirinae	Subfamily	1.7e-45
ViPhOG23314	Bastillevirinae	Subfamily	4.2e-32
ViPhOG27696	Peduovirinae	Subfamily	2.9e-07
ViPhOG593	Sepvirinae	Subfamily	1.3e-09
ViPhOG25516	Peduovirinae	Subfamily	2.5e-06
ViPhOG7140	Klosneuvirinae	Subfamily	3.1e-28
ViPhOG554	Sepvirinae	Subfamily	7.8e-27
ViPhOG26359	Picovirinae	Subfamily	9.4e-91
ViPhOG12679	Peduovirinae	Subfamily	1.2e-17
ViPhOG27522	Peduovirinae	Subfamily	1.1e-30
ViPhOG3935	Entomopoxvirinae	Subfamily	2.4e-26
ViPhOG20149	Klosneuvirinae	Subfamily	2.8e-39
ViPhOG8260	Klosneuvirinae	Subfamily	6.2e-23
ViPhOG13780	Tunavirinae	Subfamily	1.4e-45
ViPhOG9710	Sepvirinae	Subfamily	3.8e-61
ViPhOG812	Alphaherpesvirinae	Subfamily	1.8e-13
ViPhOG12680	Peduovirinae	Subfamily	4.5e-18
ViPhOG12690	Peduovirinae	Subfamily	1.5e-14
ViPhOG1848	Sepvirinae	Subfamily	8.8e-23
ViPhOG16955	Picovirinae	Subfamily	7.5e-08
ViPhOG1995	Arquatrovirinae	Subfamily	2.7e-08
ViPhOG11109	Dclasvirinae	Subfamily	2.7e-48
ViPhOG12688	Peduovirinae	Subfamily	2e-29
ViPhOG17494	Klosneuvirinae	Subfamily	1.6e-10
ViPhOG26168	Peduovirinae	Subfamily	0.0001
ViPhOG985	Peduovirinae	Subfamily	0.00026
ViPhOG12769	Arquatrovirinae	Subfamily	0.00091
ViPhOG28683	Comovirinae	Subfamily	0.00033
ViPhOG2001	Autographivirinae	Subfamily	9.9e-09
ViPhOG8614	Sepvirinae	Subfamily	3.3e-48
ViPhOG12674	Peduovirinae	Subfamily	4.1e-20
ViPhOG27144	Peduovirinae	Subfamily	1.2e-22
ViPhOG10824	Bclasvirinae	Subfamily	1e-51
ViPhOG15109	Klosneuvirinae	Subfamily	2.9e-18
ViPhOG10158	Betaherpesvirinae	Subfamily	1.2e-59
ViPhOG12681	Peduovirinae	Subfamily	6.3e-83
ViPhOG16734	Tevenvirinae	Subfamily	0.0004
ViPhOG5016	Sepvirinae	Subfamily	9.3e-97
ViPhOG2550	Chordopoxvirinae	Subfamily	5.6e-156
ViPhOG26122	Peduovirinae	Subfamily	0.0001
ViPhOG12219	Klosneuvirinae	Subfamily	3.3e-14
ViPhOG28661	Cvivirinae	Subfamily	7.7e-28
ViPhOG28253	Cvivirinae	Subfamily	1e-66
ViPhOG16235	Chebruvirinae	Subfamily	6.6e-06
ViPhOG14664	Dclasvirinae	Subfamily	2.6e-19
ViPhOG11521	Ounavirinae	Subfamily	2.6e-61
ViPhOG11632	Guernseyvirinae	Subfamily	1.9e-12
ViPhOG28922	Bastillevirinae	Subfamily	1.1e-35
ViPhOG10690	Twortvirinae	Subfamily	2.4e-08
ViPhOG12543	Sepvirinae	Subfamily	2.8e-48
ViPhOG19791	Twortvirinae	Subfamily	0.00069
ViPhOG29031	Bastillevirinae	Subfamily	1.4e-28
ViPhOG28254	Cvivirinae	Subfamily	5e-55
